"","Trait1","Trait2","Trait3","Trait4","Trait5","Trait6","Trait7","Trait8","Trait9","Trait10","Trait11","Trait12","Trait13","Trait14","Trait15","Trait16","Trait17","Trait18","Trait19","Trait20","Trait21","Trait22","Trait23","Trait24","Trait25","Trait26","Trait27","Trait28","Trait29","Trait30","Trait31","Trait32","Trait33","Trait34","Trait35","Trait36","Trait37","Trait38","Trait39","Trait40","Trait41","Trait42","Trait43","Trait44","Trait45","Trait46","Trait47","Trait48","Trait49","Trait50"
"1",1,-6.58366466127336,11.9841402936727,-1.79458611365408,-0.0888662105426192,4.91200079489499,2.9779807459563,-6.43060210812837,10.8520242320374,-1.78772724885494,-1.70229225140065,4.9190349439159,5.16739791538566,9.36215380951762,3.62270704749972,-4.45842203870416,4.18280743341893,6.75047843530774,6.99603802338243,6.95571745559573,4.54474532790482,-7.59737035445869,7.16015999484807,-6.48004491999745,7.11518557090312,-4.62796281278133,-2.20553466305137,-0.91419830173254,-6.63620868418366,10.2451294874772,3.40065663959831,0.621932696551085,-7.21170709654689,3.41458088997751,4.46099566109478,2.33163027837873,-3.04044686444104,-7.81763925403357,-3.8807431999594,4.41553327068686,10.1442719697952,9.73731636814773,8.38761881738901,2.34151321277022,2.94399738591164,10.2881267322227,-2.74805039353669,3.27118066418916,6.84199219848961,-3.28897345997393
"2",2,8.01753304060549,-3.00956070795655,6.87740610074252,9.29188277665526,1.26988694164902,-3.36988548189402,-4.51987020578235,-5.06072930898517,2.62199709750712,2.66466561332345,1.19631442334503,-0.166697771288455,10.5093125030398,12.2282472634688,12.7877905927598,6.92715223040432,11.3496654490009,2.99972563609481,-1.5375992693007,12.8982994155958,5.42366773914546,6.38375771790743,-4.18143405020237,3.63202480692416,11.3576195770875,2.08502953499556,12.1902272999287,2.55224280618131,8.58960356190801,12.1388917379081,1.22987892571837,-2.73091820441186,7.6532543040812,4.50851295702159,6.55519166588783,-1.52402215544134,11.5409797439352,0.329003325663507,10.3301616441458,5.74052300397307,11.2678847052157,9.8968094503507,1.07179225049913,-1.56860202923417,-2.62472120951861,6.3188114957884,-0.0250573214143515,10.9491312280297,-3.57465303409845
"3",3,1.60392416082323,10.5801065349951,9.02679584827274,-3.27460012957454,8.05849101301283,2.64719881024212,15.4234603876248,5.98979757539928,9.67339928168803,10.2371569341049,13.5118698412552,10.6468824613839,4.15132743213326,7.83070235420018,-2.36060194764286,1.48919845372438,2.3296772679314,15.6215059328824,9.34805420599878,-0.0686718253418803,-1.93320901691914,1.43109975289553,11.2894561225548,-0.663392521440983,4.79376756958663,10.1604085778818,11.9347572363913,-2.32515139598399,8.71799262147397,-0.754353027790785,-0.729860124178231,-3.46182195097208,7.98069544043392,3.32894201762974,14.2518109306693,14.7549278466031,9.76513969618827,6.85914029739797,8.20285147894174,-0.18827823549509,7.34119964204729,9.88492529746145,12.9947478966787,7.25026723835617,14.5035888198763,4.54285679291934,-2.37578223552555,-2.23268261738122,12.6009951941669
"4",4,5.3475813632831,2.9669337971136,11.3092824136838,16.4399864403531,5.66968069598079,11.0701349070296,4.44011213444173,4.33203074801713,9.00061303470284,3.70473212283105,2.90836973767728,11.0527471518144,7.01838362216949,11.3960504410788,1.53115569334477,4.43230638001114,17.2244807584211,0.95391489751637,12.1875779209659,8.43416194617748,9.48090300615877,16.44691243954,14.7588705057278,10.2350495960563,9.76154235377908,13.1432653749362,11.7994564324617,5.13816936127841,17.3222596822307,8.63765143509954,16.3994364365935,14.0066608618945,11.8441554643214,8.40279367472976,13.015568844974,12.0741525078192,8.53419786971062,1.08582328259945,1.83504051715136,4.59486289136112,7.75911965593696,17.4253015285358,12.4476321293041,13.5802625790238,13.6685942970216,1.597771092318,12.5741259353235,13.4935895558447,10.1598992636427
"5",5,6.92600547336042,8.72233356814831,17.7502241684124,9.33074933942407,18.0856227595359,9.09670874476433,7.05530624836683,1.26119266264141,9.27916611079127,5.79650653991848,2.51604450400919,2.71137526258826,2.6346762990579,0.766647648997605,13.8290357822552,4.65490628499538,17.2307788627222,7.54265097901225,7.83665812574327,19.4212948251516,16.2669203802943,2.61060348246247,2.93768076226115,3.45110276248306,13.5791462706402,5.81605940125883,11.8322529364377,7.38307445775717,19.1141271963716,17.1398878935724,10.6090633803979,16.300476170145,10.099131190218,4.64767755940557,0.695723816752434,14.2872211709619,1.53002664446831,2.64646428171545,14.5921166194603,18.6684203147888,19.136219616048,7.29826021939516,8.69694934692234,0.807600039988756,6.30735221318901,14.088371261023,0.634727892465889,16.899808566086,4.15079569909722
"6",6,8.82656105142087,3.44727529492229,20.2680566655472,9.29287785012275,11.3151069385931,4.64551915228367,20.8352989638224,15.863759515807,12.6764555070549,21.8500654147938,5.09178216848522,8.86642102431506,6.86351683735847,7.26136100757867,5.50252080243081,9.92716306634247,13.5419679135084,15.8035344844684,6.14009486790746,14.0278059039265,18.1376242898405,16.6233004983515,6.11714085843414,10.1799517245963,21.1471771337092,3.77744154352695,13.7885871790349,8.13583431579173,13.0061627905816,19.3754284530878,3.51644091121852,19.8787327511236,17.0732038682327,19.7815570868552,16.6273219306022,11.9184005381539,10.5966767277569,9.44297092780471,20.6069381423295,16.9089368106797,20.091617510654,13.7165976716205,16.4099113438278,16.582301042974,2.83892740309238,20.515289016068,5.62048600334674,7.65073802135885,18.8122409190983
"7",7,5.86167309526354,11.6287851808593,10.6392441932112,6.90259365923703,17.1657895771787,16.6794033683836,5.70982594136149,17.5995877254754,18.6536859078333,11.7806719765067,10.5802867664024,11.5369552057236,14.3049901966006,16.2476449189708,19.5385036254302,14.7477046269923,4.64212284982204,5.19006623513997,4.29830877203494,20.0215417016298,10.596088623628,16.6317434106022,6.07151318900287,21.1407719608396,20.9815559824929,16.0637436909601,12.4055583970621,9.04196314606816,8.35498311184347,6.05332391895354,14.4701962554827,10.7381645645946,8.33675960637629,23.1763756377622,16.5770783983171,8.85396739095449,21.0997009938583,23.8477406892926,13.8684462439269,18.4496642099693,18.7980491118506,8.64146289043128,20.1227761255577,23.1371669666842,5.80348348803818,16.1118267672136,15.2242838554084,8.70447120722383,13.8158380202949
"8",8,14.2294200453907,13.212180220522,6.24382489267737,19.6570067564026,11.550538036041,19.3443069225177,7.61990410648286,25.7252884227782,7.90942754037678,8.95523562468588,20.4050461566076,14.0675967689604,25.2663343111053,6.53493455518037,24.6952717090026,12.8928790371865,11.579097783193,7.89277680125087,19.9426303794608,17.1299991887063,11.8156549185514,20.7214900143445,18.0188909349963,6.22305415477604,24.8807958317921,18.8752858983353,10.9110326729715,12.2028996227309,8.6608003443107,9.31388837192208,16.9053929103538,8.69097804091871,15.4060340104625,7.94531011860818,12.0580569924787,12.5161404572427,21.3609211929142,12.8290194217116,14.9557371102273,20.0305076073855,22.2756841024384,14.4309004759416,11.6455807201564,17.3375528808683,12.0717661352828,23.4064637813717,21.0488023087382,9.72333965264261,14.3343482157215
"9",9,26.066646088846,12.1722257481888,9.85947188176215,16.687105383724,22.0466495603323,9.53394220862538,26.5434075398371,16.3117665397003,16.27629303094,13.3309885552153,20.2350143967196,13.1585030928254,23.8108463976532,15.6029132166877,15.2498898068443,27.6360790496692,23.9594870638102,20.8503046138212,26.387556723319,17.8654366377741,23.6459899805486,21.0099770845845,16.0669144587591,9.58398886211216,15.7658705972135,23.8238155022264,8.42933438904583,11.9284745743498,25.9877565102652,18.796820987016,8.6308827502653,15.518616495654,21.9878795435652,24.9084783270955,14.5978359384462,11.3905696216971,17.8878986435011,24.423473614268,24.4689563727006,18.6956534413621,24.0086745861918,24.3548110006377,8.83876504097134,19.6918377950788,19.4251902420074,21.5581479081884,26.0620772810653,17.9283600598574,12.9514032620937
"10",10,20.1511519029737,24.0318650333211,14.3243633722886,28.3375501167029,17.1211109263822,13.8976323232055,12.8405659133568,18.5116736777127,11.3265263009816,17.6971088908613,15.1636917283759,28.2351663243026,29.3968891911209,25.7144119497389,24.4404792739078,14.914353331551,25.076643419452,11.5507553005591,11.1712818220258,14.5401203259826,15.0203733798116,10.1894109835848,26.4554372942075,22.5342436181381,27.2796781547368,18.8155229762197,24.1576767340302,19.1410917928442,18.871423304081,10.0677033560351,21.80865497794,22.904954967089,28.963910206221,18.8707801327109,26.8568879505619,17.7972342027351,18.1888251658529,17.3417670931667,18.3939884370193,17.9725877987221,14.7416112432256,18.6456611426547,29.3803894892335,17.6551677053794,19.1048085642979,21.8828632123768,16.9900239212438,26.9795703981072,24.3166082911193
