"","Trait1","Trait2","Trait3","Trait4","Trait5","Trait6","Trait7","Trait8","Trait9","Trait10","Trait11","Trait12","Trait13","Trait14","Trait15","Trait16","Trait17","Trait18","Trait19","Trait20","Trait21","Trait22","Trait23","Trait24","Trait25","Trait26","Trait27","Trait28","Trait29","Trait30","Trait31","Trait32","Trait33","Trait34","Trait35","Trait36","Trait37","Trait38","Trait39","Trait40","Trait41","Trait42","Trait43","Trait44","Trait45","Trait46","Trait47","Trait48","Trait49","Trait50"
"1",0.29763169400394,0.984225065214559,0.189268028829247,0.926223923219368,0.242319167824462,0.0582562142517418,0.14819275541231,0.14423760632053,0.0903813678305596,0.949767976999283,0.448953988030553,0.437932120636106,0.309522665338591,0.88062185421586,0.0668516145087779,0.883128518704325,0.644854608224705,0.78269494487904,0.956848324509338,0.944417990744114,0.613033426692709,0.591105971252546,0.218556039268151,0.55805850145407,0.182878624647856,0.116968953050673,0.225669049890712,0.598560800310224,0.916486482368782,0.578730982961133,0.400729422457516,0.0314022731035948,0.68425026955083,0.67676996299997,0.878078749403358,0.75991867040284,0.110266759293154,0.0449740316253155,0.695977231487632,0.563288919394836,0.223000189987943,0.330958262551576,0.541495943209156,0.661001233849674,0.728161523118615,0.149732420919463,0.328731174580753,0.429413428297266,0.670189723372459,0.440083970082924
"2",0.718693006783724,0.623115330701694,0.197487686993554,0.245401218300685,0.998106411425397,0.704928477993235,0.350469427881762,0.951574267121032,0.835910195950419,0.114890564233065,0.0707176409196109,0.843921324238181,0.761377566261217,0.152347744908184,0.970533197745681,0.868581199785694,0.964016212150455,0.0798042754177004,0.949594452511519,0.0423129741102457,0.292402644408867,0.0490781047847122,0.269927500281483,0.301047638291493,0.970708649838343,0.748973453650251,0.975186062045395,0.742075144080445,0.884457973064855,0.285856474889442,0.0902501004748046,0.0605150877963752,0.553993463981897,0.378416483057663,0.450634472770616,0.575934628490359,0.0798889766447246,0.874060122063383,0.511701144045219,0.679407809628174,0.455437669763342,0.493497054558247,0.0320326387882233,0.386394365224987,0.0609653694555163,0.807906567584723,0.344967632554471,0.0472804601304233,0.0291244580876082,0.558247053762898
"3",0.47741722734645,0.45709872385487,0.0749056115746498,0.159413691842929,0.555304792476818,0.798658554907888,0.379036931786686,0.223296091658995,0.228599659865722,0.0903653604909778,0.39526750263758,0.755428232718259,0.617312583141029,0.0494818799197674,0.335815671598539,0.16629256377928,0.476872647879645,0.0429920204915106,0.981185410870239,0.980608070269227,0.558465176494792,0.830398597987369,0.538978622760624,0.0666647513862699,0.991862808121368,0.960053067887202,0.647352067986503,0.821832226356491,0.59253288875334,0.409893155330792,0.556000738637522,0.553631687536836,0.834132515126839,0.965617258334532,0.0232472473289818,0.167995202122256,0.649440279928967,0.186576789245009,0.610332446405664,0.869431656086817,0.841247431002557,0.357162281870842,0.338925182120875,0.0793589802924544,0.257779034320265,0.963697707513347,0.142622566083446,0.701810030732304,0.359954444225878,0.739143660292029
"4",0.463484868174419,0.196849656058475,0.947656797710806,0.997706722700968,0.111209155758843,0.348913592053577,0.729808509582654,0.0245189659763128,0.222845862153918,0.797284977510571,0.308768740855157,0.152362328255549,0.301062930608168,0.934239856898785,0.92608392611146,0.479330027010292,0.749972752761096,0.520853385562077,0.583385625155643,0.483618450351059,0.698802958242595,0.81423570541665,0.513318370329216,0.104373898822814,0.556885868310928,0.449921058723703,0.433980068191886,0.317689471878111,0.469612378161401,0.324929637135938,0.435385097051039,0.774799640988931,0.117907555075362,0.0219249620568007,0.503085781820118,0.246397099457681,0.860924930311739,0.44547422695905,0.644330605631694,0.771709131775424,0.156219285912812,0.102001914288849,0.563784849597141,0.123600429156795,0.572851142613217,0.372492067981511,0.522780600236729,0.0367902165744454,0.577062026597559,0.875654936069623
"5",0.209928567288443,0.511796431383118,0.257079095579684,0.820037559373304,0.153632485540584,0.480018584989011,0.0593992252834141,0.22452655644156,0.481686328304932,0.323124955175444,0.962656803196296,0.188005798030645,0.630502737360075,0.912296303780749,0.625755278859288,0.530974299646914,0.820781259797513,0.302298310911283,0.22715020691976,0.0541742055211216,0.916458766208962,0.754918271210045,0.667410157388076,0.0466999770142138,0.823252446949482,0.213078991975635,0.990279862191528,0.0918237518053502,0.618009634548798,0.248216428095475,0.0426625735126436,0.703662998741493,0.989487712038681,0.325850178254768,0.910633584717289,0.717407184885815,0.467151606455445,0.0442466593813151,0.837768399622291,0.814312106929719,0.272972601698712,0.500295191537589,0.364414909621701,0.472547679208219,0.0739999955985695,0.701045648660511,0.667611878365278,0.166046454804018,0.0702507044188678,0.0736968463752419
"6",0.341495691100135,0.0939629778731614,0.867689818842337,0.166189995128661,0.423517574090511,0.927005091682076,0.353187007829547,0.0365031098481268,0.302728874608874,0.891658301465213,0.578525036806241,0.0350828145164996,0.584123045904562,0.153248598333448,0.823560560122132,0.173818019451573,0.284201433882117,0.511542965658009,0.438704510685056,0.245737541466951,0.99228429957293,0.655768526252359,0.576573982136324,0.0598500375635922,0.263572985772043,0.635180404176936,0.3926700449083,0.160674105165526,0.478755706222728,0.858751858118922,0.240992598934099,0.559071726864204,0.149177956860512,0.281411322997883,0.1653323515784,0.409126455662772,0.599749051034451,0.0464683773461729,0.409942405764014,0.842356985202059,0.857977517880499,0.316219302359968,0.253072261810303,0.213957740226761,0.469767009839416,0.46418284997344,0.0251962190959603,0.678688837913796,0.799299226375297,0.519836875377223
"7",0.121796644292772,0.750699252588674,0.625260119792074,0.00556164677254856,0.336429623654112,0.447437544120476,0.535546508152038,0.208798551699147,0.104249531868845,0.682937189703807,0.656579151982442,0.407616027165204,0.911687187384814,0.720320557942614,0.963638072600588,0.463305239798501,0.321760181570426,0.170550073264167,0.672609748318791,0.833179714391008,0.066610382637009,0.159781035967171,0.711098324274644,0.0367232407443225,0.0443210597150028,0.521346837747842,0.170356926741078,0.876917435787618,0.328182800440118,0.99806517502293,0.826783258933574,0.857420508284122,0.351306875236332,0.9196363450028,0.0460561327636242,0.318010178860277,0.912437189836055,0.194497664924711,0.140616893302649,0.640991572290659,0.0929718944244087,0.304135707207024,0.339567366288975,0.863487753318623,0.18901426717639,0.155185042647645,0.20753548014909,0.46921449387446,0.853547736303881,0.299140695249662
"8",0.765156497713178,0.870631807483733,0.442989085102454,0.947861489607021,0.330159756820649,0.0401107571087778,0.792582008987665,0.0389115225989372,0.771089296787977,0.778544446220621,0.481529323151335,0.644881557906047,0.336929585086182,0.657217277912423,0.486747745424509,0.124209052650258,0.73961770394817,0.278850306291133,0.306598635623232,0.546316753374413,0.208732581231743,0.864792541367933,0.278535511111841,0.341275794664398,0.749832104193047,0.288141193101183,0.314096608897671,0.934741783421487,0.124067316995934,0.515425274614245,0.495822254335508,0.872736977413297,0.977469791891053,0.783721503568813,0.745906551135704,0.822882057866082,0.819279746850953,0.602150280261412,0.632338003721088,0.690945378504694,0.708255609497428,0.371268749469891,0.559708807384595,0.0538719731848687,0.461535830283538,0.465562888653949,0.006980009842664,0.792022346053272,0.349584713112563,0.422277780948207
"9",0.729172713123262,0.170752772595733,0.967955293366686,0.817581207258627,0.533868076046929,0.509407808305696,0.651440872810781,0.962019651895389,0.602268608752638,0.521369662834331,0.13934177486226,0.185809673275799,0.0128550620283931,0.155249145347625,0.531756361946464,0.879939254140481,0.372901045251638,0.586836711736396,0.823399872053415,0.696872826898471,0.145595388254151,0.302892375970259,0.740507981274277,0.0903454173821956,0.997697016457096,0.546444229548797,0.967357078799978,0.255003899801522,0.995731657138094,0.945864567067474,0.251998111372814,0.746460128808394,0.818740164395422,0.654613031772897,0.101068333722651,0.298404024215415,0.200798514066264,0.143443172331899,0.177145999856293,0.815028729848564,0.368921938585117,0.466048065805808,0.286138792987913,0.794744104845449,0.873001955449581,0.610689792782068,0.945573361357674,0.444879506481811,0.789781650295481,0.372849309584126
"10",0.382963384501636,0.0420692928601056,0.78923514042981,0.970563017297536,0.309077899437398,0.603135037934408,0.216266592498869,0.877941371873021,0.808972637401894,0.828182464232668,0.153257999103516,0.923635844839737,0.908795878523961,0.698992379009724,0.936598959844559,0.12859709141776,0.68410190497525,0.174355407245457,0.951582231093198,0.352990349754691,0.27108171209693,0.610175059875473,0.229937240481377,0.236906895181164,0.579417715314776,0.727596973534673,0.160975474631414,0.68097436404787,0.0296649751253426,0.718204093864188,0.417699044104666,0.462803927250206,0.0329166001174599,0.570225903065875,0.0129715162329376,0.660167723894119,0.791898067574948,0.1999146041926,0.31531929015182,0.332493499852717,0.707765295868739,0.842547988984734,0.573689886601642,0.392532038036734,0.325790961273015,0.810293790185824,0.700913853477687,0.103524911450222,0.119613994145766,0.0155387546401471
